label,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,21x,21y,21z
A,0.0,0.0,0.0,-0.03724789619445801,-0.07720142602920532,0.0017370204532767275,-0.04575306177139282,-0.1643822193145752,0.0015085383875543812,-0.04591447114944458,-0.22878670692443848,-0.0024972174923618695,-0.04502898454666138,-0.28693291544914246,-0.004235867052500453,0.01455765962600708,-0.24310126900672913,0.017165499632085357,-0.03499019145965576,-0.260448157787323,-0.0011254280015577933,-0.05361694097518921,-0.2012578547000885,-0.014483127850269284,-0.051602840423583984,-0.159635990858078,-0.020693312506352868,0.030100345611572266,-0.23452192544937134,0.008299296614552532,-0.030907928943634033,-0.24518030881881714,-0.008131290893231835,-0.04794889688491821,-0.17700988054275513,-0.011936142216598,-0.04248589277267456,-0.1410467028617859,-0.0106656673505654,0.03892332315444946,-0.211008220911026,-0.003808106170197334,-0.02220684289932251,-0.21998196840286255,-0.021071680928741898,-0.03559654951095581,-0.15415135025978088,-0.01487109634575745,-0.028031766414642334,-0.118610680103302,-0.006128626517181601,0.041334569454193115,-0.17671701312065125,-0.016748461048280205,-0.007423818111419678,-0.18909010291099548,-0.02773496798721453,-0.021471381187438965,-0.14640578627586365,-0.02256669953015944,-0.018515050411224365,-0.11595749855041504,-0.01459440599677464
A,0.0,0.0,0.0,-0.04491704702377319,-0.09178364276885986,0.003104091983800572,-0.04682081937789917,-0.17523258924484253,0.001276784821925503,-0.0433351993560791,-0.23981577157974243,-0.0037209001476412595,-0.03877812623977661,-0.29503756761550903,-0.006271339591080505,0.022799015045166016,-0.23758238554000854,0.011195128214126271,-0.03743100166320801,-0.26339709758758545,-0.004981589607382375,-0.05590027570724487,-0.20493385195732117,-0.015209431398147899,-0.05284076929092407,-0.15976229310035706,-0.019574802007014114,0.032492637634277344,-0.22744184732437134,0.0019548990657085596,-0.04205125570297241,-0.24862974882125854,-0.013746846105391342,-0.057048678398132324,-0.18546834588050842,-0.01665016041272338,-0.04939985275268555,-0.1472465693950653,-0.015896852697665054,0.03218567371368408,-0.2046210765838623,-0.00952374898963626,-0.04044294357299805,-0.22394052147865295,-0.02449841388636287,-0.051156699657440186,-0.1624082326889038,-0.018279062222177345,-0.040508389472961426,-0.127261221408844,-0.01128566694580968,0.023972809314727783,-0.17416620254516602,-0.02163523026877101,-0.032617270946502686,-0.18569684028625488,-0.03130005450123008,-0.0401076078414917,-0.1435307264328003,-0.02771634572320636,-0.030435502529144287,-0.11673635244369507,-0.02227169052832778
A,0.0,0.0,0.0,-0.03333789110183716,-0.09457957744598389,0.0028030535405605406,-0.03280746936798096,-0.17688757181167603,-0.0016174029359490305,-0.028842449188232422,-0.24346914887428284,-0.008629145499867263,-0.025471925735473633,-0.3006126880645752,-0.01317223015109903,0.03237426280975342,-0.23020538687705994,0.004016929372596678,-0.034397244453430176,-0.2739328145980835,-0.014134077754420105,-0.047187864780426025,-0.2180156111717224,-0.025545030300122562,-0.038225769996643066,-0.1771126091480255,-0.030798401151400867,0.03241616487503052,-0.22386646270751953,-0.004840316650074783,-0.04770767688751221,-0.25755345821380615,-0.022006146077615085,-0.055005788803100586,-0.19647321105003357,-0.02542516908476955,-0.041151583194732666,-0.16183698177337646,-0.02575230917761928,0.02182912826538086,-0.20646420121192932,-0.015400199618738952,-0.05535244941711426,-0.233925461769104,-0.029968987618190113,-0.06039530038833618,-0.17208179831504822,-0.024249484230381313,-0.04614776372909546,-0.13848727941513062,-0.018660155524116817,0.005188584327697754,-0.18146288394927979,-0.026647453595501247,-0.05694049596786499,-0.1916891634464264,-0.037853825305205646,-0.06205904483795166,-0.14676031470298767,-0.03681784069965488,-0.05002903938293457,-0.12232053279876709,-0.033598780099850956
A,0.0,0.0,0.0,0.01650536060333252,-0.08168143033981323,0.004488364529123601,0.015388965606689453,-0.1695578694343567,9.531997554290683e-05,0.0008891820907592773,-0.2453337013721466,-0.005712972286829654,-0.0058920979499816895,-0.3007836937904358,-0.009723427038380805,0.04049718379974365,-0.2152671217918396,-0.0068903875385615265,-0.02185368537902832,-0.2750002443790436,-0.02096962396402091,-0.03374898433685303,-0.23168933391571045,-0.027037458758542243,-0.024872124195098877,-0.20407342910766602,-0.03008866522807807,0.02732139825820923,-0.20756936073303223,-0.01484397638935775,-0.044101834297180176,-0.25681552290916443,-0.026941223334262077,-0.04863607883453369,-0.21046841144561768,-0.025398243482896987,-0.03413873910903931,-0.18604156374931335,-0.025038289170453254,0.006229817867279053,-0.1902478039264679,-0.02306814890701503,-0.05999565124511719,-0.2295297384262085,-0.03256315019328326,-0.06202232837677002,-0.18111494183540344,-0.024191914390513602,-0.04669100046157837,-0.15887370705604553,-0.01971712362367839,-0.018472254276275635,-0.16744855046272278,-0.031286519285032455,-0.0689813494682312,-0.18600600957870483,-0.041376766081640426,-0.07005006074905396,-0.1476227045059204,-0.040520023818800155,-0.056533217430114746,-0.13275033235549927,-0.03900187488991946
A,0.0,0.0,0.0,0.03205680847167969,-0.07078856229782104,0.004473966400183826,0.04267007112503052,-0.16740500926971436,0.003198874269656926,0.03634071350097656,-0.25411248207092285,0.0010856281435565052,0.02886563539505005,-0.314520925283432,0.00020175715260961624,0.05415463447570801,-0.2252468466758728,-0.0030226350361033383,0.0008688569068908691,-0.2859981060028076,-0.012721269071988672,-0.006526470184326172,-0.24414986371994019,-0.017565899209074587,0.004027187824249268,-0.21795564889907837,-0.019821461901955217,0.029063284397125244,-0.2157144844532013,-0.009506807343058199,-0.025716066360473633,-0.2717460095882416,-0.015491693892471403,-0.029116272926330566,-0.23241549730300903,-0.012288756349079222,-0.01650083065032959,-0.20826029777526855,-0.010928402335338205,-0.0006864070892333984,-0.2005317211151123,-0.01612204560726127,-0.049957990646362305,-0.24636369943618774,-0.021533579246096224,-0.052228450775146484,-0.2069375216960907,-0.012105502800039858,-0.03889280557632446,-0.1857769787311554,-0.006633544952563852,-0.03211414813995361,-0.17995789647102356,-0.02262054817467174,-0.068179190158844,-0.21418821811676025,-0.02716495716660461,-0.06769782304763794,-0.17731931805610657,-0.02158462317376575,-0.05537557601928711,-0.15859591960906982,-0.01660439619510612
A,0.0,0.0,0.0,0.0374375581741333,-0.06618666648864746,0.005643438611599549,0.057502806186676025,-0.15934622287750244,0.005480438534590348,0.06020402908325195,-0.24498522281646729,0.004512889840128764,0.0476420521736145,-0.3001469075679779,0.0037399174817380754,0.0557132363319397,-0.2151031494140625,-0.0036430684212120923,0.017486095428466797,-0.2787166237831116,-0.009915262862620011,0.01174628734588623,-0.24267828464508057,-0.012990126788196221,0.02065873146057129,-0.21331655979156494,-0.01404578372049059,0.025032520294189453,-0.2080407738685608,-0.009417088172909871,-0.011619746685028076,-0.26792579889297485,-0.010938636429187909,-0.016417622566223145,-0.23577865958213806,-0.007409437495795146,-0.00729900598526001,-0.2085539698600769,-0.006512411806312457,-0.00863415002822876,-0.19433781504631042,-0.014556738018569604,-0.040568530559539795,-0.24517977237701416,-0.015685745916840688,-0.043077290058135986,-0.21306061744689941,-0.006235910050151006,-0.033218324184417725,-0.187269389629364,-0.0016390578183802518,-0.042534589767456055,-0.1774420142173767,-0.019239346898672238,-0.06289339065551758,-0.2215876579284668,-0.01897819846081461,-0.06294751167297363,-0.1877860724925995,-0.009982229612347737,-0.05436068773269653,-0.1630176603794098,-0.003296518401754156
A,0.0,0.0,0.0,0.046970486640930176,-0.06324023008346558,0.005305061845476189,0.06932920217514038,-0.15374261140823364,0.006353772974009075,0.07368195056915283,-0.23887023329734802,0.006548611244554081,0.059933483600616455,-0.2926639914512634,0.005957250746334353,0.05926871299743652,-0.1961674690246582,-0.00535003721491023,0.03119659423828125,-0.26476722955703735,-0.009112015103553972,0.02699488401412964,-0.2397271990776062,-0.01192004766092225,0.03334617614746094,-0.21246036887168884,-0.013181747605656824,0.022755742073059082,-0.19237574934959412,-0.009973398146783552,0.0007458329200744629,-0.25687694549560547,-0.007552478665118656,-0.003307521343231201,-0.23415058851242065,-0.0047979366198234175,0.0021077990531921387,-0.20903709530830383,-0.005404554510121784,-0.014818549156188965,-0.18111467361450195,-0.01350129555687829,-0.02903538942337036,-0.2384953796863556,-0.011049724852298937,-0.03126341104507446,-0.214967280626297,-0.0035821548361383293,-0.026076436042785645,-0.19014137983322144,-0.0012671189313806508,-0.05023813247680664,-0.1660550832748413,-0.016317880449449262,-0.054225146770477295,-0.21890109777450562,-0.01306787479445859,-0.05523049831390381,-0.19393432140350342,-0.0035201180424593304,-0.05209583044052124,-0.1700897216796875,0.0027528386864759113
A,0.0,0.0,0.0,0.047734618186950684,-0.058307647705078125,0.006083348765301366,0.07107001543045044,-0.14455914497375488,0.00813985662468042,0.07622504234313965,-0.2312445342540741,0.009992305654364486,0.06239742040634155,-0.2822931110858917,0.011087941470819374,0.05724930763244629,-0.19247058033943176,-0.006175966934037547,0.03638041019439697,-0.258864164352417,-0.005381057505232434,0.03425717353820801,-0.23373329639434814,-0.004411948845458369,0.03947097063064575,-0.20507654547691345,-0.0035801108467552467,0.020244061946868896,-0.19038689136505127,-0.009699835908335785,0.006212174892425537,-0.25305455923080444,-0.002415605588552694,0.003918707370758057,-0.2300524115562439,0.00251605617746975,0.0069106221199035645,-0.20368996262550354,0.002600983715879579,-0.01689434051513672,-0.17894786596298218,-0.011426459532899003,-0.024261116981506348,-0.233587384223938,-0.004454684444439749,-0.024841248989105225,-0.2096596658229828,0.0037430296645339922,-0.02205514907836914,-0.1835508942604065,0.005381023976283927,-0.05141162872314453,-0.161812424659729,-0.012288456317705254,-0.05059999227523804,-0.21363264322280884,-0.0061627128168169065,-0.05060666799545288,-0.1889168918132782,0.0040391222567137675,-0.04912924766540527,-0.1652582287788391,0.010113111230808158
A,0.0,0.0,0.0,0.04558396339416504,-0.06140369176864624,0.010126580193585255,0.0664680004119873,-0.146195650100708,0.013123498007601597,0.07175403833389282,-0.23051756620407104,0.015223934024518826,0.060291945934295654,-0.28129640221595764,0.016443175904399254,0.05554521083831787,-0.1863914430141449,-0.005375067062729499,0.032735228538513184,-0.25821924209594727,-0.0030073777884780384,0.028991639614105225,-0.2344874143600464,0.0001832871789275714,0.033727943897247314,-0.20654526352882385,0.0024767289291531824,0.019405364990234375,-0.1838386058807373,-0.010725634463184974,0.002131938934326172,-0.2503318190574646,-0.002554248377734325,-0.0017777681350708008,-0.22987467050552368,0.004076813988334038,0.001919388771057129,-0.20465439558029175,0.0050697263217927,-0.017527461051940918,-0.17403608560562134,-0.01382251392310252,-0.027759850025177002,-0.23389431834220886,-0.005448299285077951,-0.029557764530181885,-0.2111334502696991,0.004238769121414521,-0.026137113571166992,-0.18574222922325134,0.0063804482928873085,-0.051863789558410645,-0.1586315631866455,-0.015686411701196334,-0.05383884906768799,-0.21429204940795898,-0.008178838819318912,-0.05445289611816406,-0.19029450416564941,0.0030316956694633745,-0.05232363939285278,-0.16673561930656433,0.009400332055932381
A,0.0,0.0,0.0,0.035537779331207275,-0.06374228000640869,0.008280502594260497,0.05047351121902466,-0.15417051315307617,0.007838478273896499,0.04980134963989258,-0.23909872770309448,0.0062372115991990995,0.04575753211975098,-0.2974655032157898,0.005160154736785216,0.061249732971191406,-0.20675382018089294,-0.004705968816580253,0.01625239849090576,-0.2771661579608917,-0.011589237526806073,0.007174432277679443,-0.23947006464004517,-0.013558704444022851,0.01496589183807373,-0.20869997143745422,-0.013547862917931752,0.0333787202835083,-0.19912537932395935,-0.011861817017944531,-0.011424124240875244,-0.2661139965057373,-0.013688148968668656,-0.01729869842529297,-0.23193487524986267,-0.008375724815579133,-0.007812857627868652,-0.20537564158439636,-0.006386040282251315,0.000980973243713379,-0.18768265843391418,-0.01819919612333365,-0.03767967224121094,-0.24436905980110168,-0.01924084130749293,-0.04150593280792236,-0.2093524932861328,-0.008045142554493623,-0.03134000301361084,-0.18508750200271606,-0.0024358418684471417,-0.03279280662536621,-0.172458678483963,-0.02385391112491675,-0.05919986963272095,-0.22120994329452515,-0.02378521677181311,-0.060381412506103516,-0.18598932027816772,-0.014865129292758184,-0.05167520046234131,-0.16246864199638367,-0.008360607587547975
A,0.0,0.0,0.0,0.0217629075050354,-0.07875406742095947,0.006539391565951291,0.02681565284729004,-0.16783469915390015,0.003240074243279878,0.01817929744720459,-0.24711641669273376,-0.0019150948125172818,0.015646517276763916,-0.30416184663772583,-0.005416080609080609,0.0522497296333313,-0.21033337712287903,-0.00369041205581766,-0.006720900535583496,-0.2774101197719574,-0.017365491736796912,-0.020082712173461914,-0.2354886531829834,-0.023978479925659713,-0.012212932109832764,-0.20600417256355286,-0.02734079842653614,0.035800814628601074,-0.20570263266563416,-0.012912559110787925,-0.030599474906921387,-0.2685915231704712,-0.023854103658464965,-0.036896586418151855,-0.22409403324127197,-0.021960153032210883,-0.02344954013824463,-0.19649413228034973,-0.02118949477758747,0.011923611164093018,-0.1940135359764099,-0.02237243649747711,-0.050498366355895996,-0.24760985374450684,-0.03109823798027378,-0.055124521255493164,-0.19998997449874878,-0.021884261418250617,-0.04023587703704834,-0.17531752586364746,-0.016659469131496962,-0.015544772148132324,-0.1766369342803955,-0.031733671922353324,-0.06371098756790161,-0.2088872194290161,-0.04070544501033169,-0.0657852292060852,-0.16881033778190613,-0.038075270850328025,-0.05212712287902832,-0.1498509645462036,-0.035103632856277045
A,0.0,0.0,0.0,-0.009103238582611084,-0.08877813816070557,0.0020716395723638925,-0.007168948650360107,-0.17521679401397705,-0.0024520384118886795,-0.0058817267417907715,-0.2443140149116516,-0.008993857025075158,-0.0022646188735961914,-0.29980024695396423,-0.01249094721572419,0.04920387268066406,-0.2220638394355774,0.0022223734325734767,-0.015173614025115967,-0.2812386751174927,-0.015899296334850987,-0.028634369373321533,-0.23378798365592957,-0.026320926329958638,-0.019294142723083496,-0.2009454369544983,-0.03143665329264422,0.04281347990036011,-0.21712297201156616,-0.00617089769514223,-0.032487571239471436,-0.2691648006439209,-0.022948201230633458,-0.0403023362159729,-0.21511903405189514,-0.024430727071035108,-0.02607041597366333,-0.18747597932815552,-0.024037034667003354,0.02663278579711914,-0.20459571480751038,-0.016396309665310582,-0.04540640115737915,-0.24981123208999634,-0.030358621335494718,-0.05183589458465576,-0.19382619857788086,-0.022632736197579106,-0.03735363483428955,-0.1678667962551117,-0.016566380343306264,0.00603872537612915,-0.1844843327999115,-0.027392494908440312,-0.05256301164627075,-0.21052291989326477,-0.03961955518172999,-0.05794215202331543,-0.16736114025115967,-0.03828027234123965,-0.04518401622772217,-0.14716869592666626,-0.03504264489458819
